,Dongxiang,POS,ORIGIN,Chinese,English
528,amin barei,Verb,Dongxiang,存活,Survive
529,amin fugie,Adjective,Dongxiang,命大,Lucky
530,amin fugie,Adjective,Dongxiang,命大,Lucky
531,amin haiyi,Verb,Chinese,害命,Harmful
532,amin haiyi,Verb,Chinese,害命,Harmful
533,amin haiyi,Verb,Chinese,杀生,Kill
534,amin hoyi,Verb,Chinese,卖命,Overwork
535,amin hoyi,Verb,Chinese,卖命,Overwork
536,amin hoyi,Verb,Chinese,拼命,Strive
537,amin hoyi,Verb,Chinese,拼命,Strive
538,amin ire,Verb,Dongxiang,生活,Live
539,amin ire,Verb,Dongxiang,生活,Live
540,amin ire,Verb,Dongxiang,存活,Survive
541,amin jiuyi,Verb,Chinese,救命,Rescue
542,amin jiuyi,Verb,Chinese,救命,Rescue
543,amin kere,Verb,Dongxiang,要求偿命,Avenge
544,amin kere,Verb,Dongxiang,要求偿命,Avenge
545,amin khirei,Verb,Dongxiang,生命停止,Expire
546,amin khireitala,Adverb,Dongxiang,拼命地,Desperately
547,amin muchugvun,Adjective,Dongxiang,运气不佳,Unlucky
548,amin oro,Verb,Dongxiang,复生,Resurrect
549,aminda,Verb,Dongxiang,危及生命,Endanger
550,aminda,Verb,Dongxiang,危及生命,Endanger
551,aminda,Verb,Dongxiang,不要命地,Recklessly
552,aminde dayi,Verb,Dongxiang,危及生命,Endanger
553,aminde dayi,Verb,Dongxiang,危及生命,Endanger
554,aminde echigva,Verb,Dongxiang,差点弄死,Endanger
555,aminde kuru,Verb,Dongxiang,危及生命,Endanger
556,aminde kuru,Verb,Dongxiang,危及生命,Endanger
557,aminde yenji,Verb,Chinese,验命,Fortunetelling
558,aminde yenji,Verb,Chinese,凭运气,Luck-based
559,aminde yenji,Verb,Chinese,凭运气,Luck-based
560,amine,Noun,Arabic,祈主准我所求,Prayer
561,amine gie,Verb,Arabic,祈祷,Pray
562,amine giedan,Noun,Arabic,祈祷的样儿,Prayerfulness
563,amine giedan,Noun,Arabic,祈祷的样儿,Prayerfulness
564,amine olu,Verb,Dongxiang,存活,Survive
565,amine sonlonlo gie,Verb,Arabic,满足,Satisfy
566,amine sonlonlo gie,Verb,Arabic,满足,Satisfy
567,amine sonlonlo gie,Verb,Arabic,满意,Satisfy
568,aminni agi,Verb,Dongxiang,索命,Claim
569,aminni agi,Verb,Dongxiang,弄死,Kill
570,aminni agi,Verb,Dongxiang,弄死,Kill
571,aminni agi,Verb,Dongxiang,几乎不能承受,Unbearable
572,amitu,Adjective,Dongxiang,活着的,Alive
573,amitu,Adjective,Dongxiang,有生命的,Living
574,amitu barei,Verb,Dongxiang,活捉,Capture
575,amitu kun,Noun,Dongxiang,活人,Living
576,amitu kun,Noun,Dongxiang,活人,Living
577,amitu shaitan,Noun,Arabic,挑拨离间的人,Troublemaker
578,amitu shaitan,Noun,Arabic,挑拨离间的人,Troublemaker
579,amitu shaitan,Noun,Arabic,挑拨离间的人,Troublemaker
580,amituzhe,Verb,Dongxiang,变活,Adapt
581,amituzhe,Verb,Dongxiang,存活,Survive
582,amituzhe,Verb,Dongxiang,生存下来,Survive
583,amu,Noun,Dongxiang,伯母,Aunt
584,amu,Noun,Dongxiang,伯母,Aunt
585,amu nainai,Noun,Chinese,祖父的哥哥的老伴儿,Great-uncle's-spouse
586,amu nainai,Noun,Chinese,祖父的哥哥的老伴儿,Great-uncle's-spouse
587,amu nainai,Noun,Chinese,祖父的哥哥的老伴儿,Great-uncle's-spouse
588,amudei,Noun,Dongxiang,同名之人的互称,Namesake
589,amudeitu,Adjective,Dongxiang,有同名人的,Homonymous
590,amun,Noun,Dongxiang,糜子,Millet
591,amun,Noun,Dongxiang,糜子,Millet
592,amun,Noun,Dongxiang,糜子,Millet
593,amun,Noun,Dongxiang,米,Rice
594,amun,Noun,Dongxiang,米,Rice
595,amun arasun,Noun,Dongxiang,米糠,Bran
596,amun arasun,Noun,Dongxiang,米糠,Bran
597,amun shulie,Noun,Dongxiang,米粥,Congee
598,amun shulie,Noun,Dongxiang,米粥,Congee
599,amun taoyi,Verb,Chinese,淘米,Rinsing
600,amun tarei,Verb,Dongxiang,种糜子,Plant
601,amun wagva,Verb,Dongxiang,洗米,Rinsing
602,amunchi,Noun,Dongxiang,爱吃小米的人,Millet-lover
603,amunchi,Noun,Dongxiang,爱吃小米的人,Millet-lover
604,amuntu,Adjective,Dongxiang,有小米的,Millet-bearing
605,amuntu,Adjective,Dongxiang,有米的,Wealthy
606,amusa,Verb,Dongxiang,尝,Taste
607,amusa,Verb,Dongxiang,尝,Taste
608,amusa,Verb,Dongxiang,品尝,Taste
609,amusa,Verb,Dongxiang,品尝,Taste
610,amusa,Verb,Dongxiang,品味,Savor
611,amusa,Verb,Dongxiang,品味,Savor
612,amusa,Verb,Dongxiang,吃,Eat
613,amusa,Verb,Dongxiang,随便占有,Appropriate
614,amusa,Verb,Dongxiang,无偿占有,Appropriate
615,amusa,Verb,Dongxiang,无偿占有,Appropriate
616,amusadan,Noun,Dongxiang,品味法,Gastronomy
617,amusadan,Noun,Dongxiang,品尝的样子,Tasting
618,amusagva,Verb,Dongxiang,送食物给人品尝,Sample
619,amusagvadan,Noun,Dongxiang,给人送食物品尝的做法,Tasting
620,amusagvadan,Noun,Dongxiang,给人送食物品尝的做法,Tasting
621,amusawuni,Noun,Dongxiang,供人品尝的食物,Edibles
622,amusun,Noun,Dongxiang,糜粥,Gruel
623,amusun,Noun,Dongxiang,糜粥,Gruel
624,amusun,Noun,Dongxiang,用小米做成的食物,Millet-based
625,amusun,Noun,Dongxiang,用小米做成的食物,Millet-based
626,amusun sangi,Noun,Dongxiang,用小米做的糊状食物,Gruel
627,amusun sangi,Noun,Dongxiang,用小米做的糊状食物,Gruel
628,amutu,Adjective,Dongxiang,有伯母的,Maternal
629,an an gie,Verb,Dongxiang,驴叫,Bray
630,an gie,Verb,Dongxiang,张开口,Open
631,an gie,Verb,Dongxiang,吞进去,Swallow
632,ana,Noun,Turkic,妈妈,Mother
633,ana,Noun,Turkic,妈妈,Mother
634,ana,Noun,Turkic,母亲,Mother
635,ana,Noun,Turkic,母亲,Mother
636,ana awi,Noun,Turkic,父母亲,Parents
637,ana awi,Noun,Turkic,父母亲,Parents
638,ana awi,Noun,Turkic,双亲,Parents
639,ana awi,Noun,Turkic,双亲,Parents
640,anagu,Noun,Dongxiang,见下,Below"。
641,anaguyi ta,Verb,Dongxiang,因知道别人不能把他怎么样,Unthreatened
642,anaguyi ta,Verb,Dongxiang,而不听别人的话,Disregard
643,anaguyi ta,Verb,Dongxiang,不听使唤,Disobedient
644,anai,Noun,Dongxiang,奶奶,Grandma
645,anai,Noun,Dongxiang,奶奶,Grandma
646,anaitu,Adjective,Dongxiang,有奶奶的,Maternal
647,anatu,Adjective,Turkic,有母亲的,Maternal
648,anbanaizi,Noun,Dongxiang,蚕豆,Broadbean
649,anbanaizi,Noun,Dongxiang,蚕豆,Broadbean
650,ancha,Noun,Dongxiang,裆,Crotch
651,ancha,Noun,Dongxiang,裆,Crotch
652,anchala,Verb,Dongxiang,叉开腿,Straddle
653,anchaladan,Noun,Dongxiang,叉开腿的样子,Straddle
654,anchu,Noun,Dongxiang,头围巾,Headscarf
655,anchu,Noun,Dongxiang,头围巾,Headscarf
656,anchuchi,Noun,Dongxiang,经营头巾的人,Turban-trader
657,anchuchi,Noun,Dongxiang,经营头巾的人,Turban-trader
658,anchuchi,Noun,Dongxiang,经营头巾的人,Turban-trader
659,anchuchi,Noun,Dongxiang,爱戴头巾的人,Turban-wearer
660,anchuchi,Noun,Dongxiang,爱戴头巾的人,Turban-wearer
661,anchuda,Verb,Dongxiang,用围巾甩打,Scarf-whip
662,anchula,Verb,Dongxiang,戴头围巾,Scarfing
663,anchula,Verb,Dongxiang,戴头围巾,Scarfing
664,anchutu,Adjective,Dongxiang,有围巾的,Scarfed
665,anda,Verb,Dongxiang,松开,Release
666,anda,Verb,Dongxiang,散开,Disperse
667,anda,Verb,Dongxiang,逃脱,Escape
668,anda,Verb,Dongxiang,超出,Exceed
669,anda,Verb,Dongxiang,除去,Remove
670,anda,Verb,Dongxiang,除去,Remove
671,anda,Verb,Dongxiang,另外,Additionally
672,anda,Verb,Dongxiang,另外,Additionally
673,anda,Verb,Dongxiang,失禁,Incontinence
674,anda,Verb,Dongxiang,失去控制,Uncontrolled
675,anda,Noun,Dongxiang,五尺,Pentad
676,anda,Noun,Dongxiang,五尺,Pentad
677,anda,Noun,Dongxiang,朋友,Friend
678,anda,Noun,Dongxiang,朋友,Friend
679,anda,Noun,Dongxiang,朋友,Friend
680,anda bao,Verb,Dongxiang,掉下去,Fall
681,anda bao,Verb,Dongxiang,陷下去,Sink
682,anda echi,Verb,Dongxiang,逃脱,Escape
683,anda egvi,Verb,Dongxiang,游泳,Swimming
684,anda egvi,Verb,Dongxiang,游泳,Swimming
685,anda khirei,Verb,Dongxiang,逃脱,Escape
686,anda tani,Verb,Dongxiang,交朋友,Befriend
687,anda tani,Verb,Dongxiang,交朋友,Befriend
688,andadan,Noun,Dongxiang,逃脱的样子,Escapee
689,andadan,Noun,Dongxiang,逃脱的样子,Escapee
690,andagva,Verb,Dongxiang,放开,Release
691,andagva,Noun,Dongxiang,誓言,Oath
692,andagva,Noun,Dongxiang,誓言,Oath
693,andala,Verb,Dongxiang,两臂伸直去量,Span
694,andaladan,Noun,Dongxiang,两臂伸直量长度的样子,Armspan
695,andaladan,Noun,Dongxiang,两臂伸直交替划水的样子,Freestyle
696,andaladan,Noun,Dongxiang,两臂伸直交替划水的样子,Freestyle
697,andara,Verb,Dongxiang,舒展,Stretch
698,andara,Verb,Dongxiang,舒展,Stretch
699,andara,Verb,Dongxiang,散开,Disperse
700,andara,Verb,Dongxiang,松开,Release
701,andara,Verb,Dongxiang,眉开眼笑,Beaming
702,andaran,Adjective,Dongxiang,散开的,Scattered
703,andaran,Adjective,Dongxiang,散开的,Scattered
704,andaran,Adjective,Dongxiang,松开的,Loose
705,andaran,Adjective,Dongxiang,松开的,Loose
706,andatu,Adjective,Dongxiang,香,Fragrant
707,andatu,Adjective,Dongxiang,香,Fragrant
708,andatu,Adjective,Dongxiang,香,Fragrant
709,andatu,Adjective,Dongxiang,可口,Tasty
710,andatu,Adjective,Dongxiang,可口,Tasty
711,andatuda,Verb,Dongxiang,变香,Transform
712,andatuda,Verb,Dongxiang,变得好吃,Tastify
713,andatuda,Verb,Dongxiang,可口,Tasty
714,andatusa,Verb,Dongxiang,过于香,Overperfumed
715,andatusa,Verb,Dongxiang,过于可口,Overindulge
716,andatusa,Verb,Dongxiang,嫌香,Dislike
717,anei,Noun,Turkic,母亲,Mother
718,anei,Noun,Turkic,母亲,Mother
719,anei awi,Noun,Turkic,双亲,Parents
720,anei awi,Noun,Turkic,双亲,Parents
721,anei awi,Noun,Turkic,双亲,Parents
722,aneikai,Noun,Turkic,骂娘骂人时将人与其父母一同骂,Scold
723,aneitu,Adjective,Turkic,有母亲的,Maternal
724,anghacha,Noun,Dongxiang,开叉的东西,Forked
725,anghacha,Noun,Dongxiang,开叉的东西,Forked
726,anghacha,Noun,Dongxiang,鞍,Saddle
727,anghacha,Noun,Dongxiang,鞍,Saddle
728,anghachada,Verb,Dongxiang,用鞍子,Saddle
729,anghachatu,Adjective,Dongxiang,有鞍子的,Saddled
730,anghana,Verb,Dongxiang,吼叫,Roar
731,anghana,Verb,Dongxiang,名声很大,Renowned
732,anghanadan,Noun,Dongxiang,吼叫的样子,Roar
733,anghanadan,Noun,Dongxiang,吼叫的样子,Roar
734,anghei,Verb,Dongxiang,张开,Open
735,anghei,Verb,Dongxiang,裂开,Crack
736,anghei,Verb,Dongxiang,张嘴,Open
737,anghei,Noun,Dongxiang,不明事理者,Irrational
738,anghei,Noun,Dongxiang,不明事理者,Irrational
739,anghei,Noun,Dongxiang,一问三不知者,Ignoramus
740,anghei,Noun,Dongxiang,一问三不知者,Ignoramus
741,anghei,Noun,Dongxiang,马大哈,Careless
742,anghei,Noun,Dongxiang,马大哈,Careless
743,angheidan,Noun,Dongxiang,张开的样子,Spread
744,angheidan,Noun,Dongxiang,张开的样子,Spread
745,angheidan,Noun,Dongxiang,裂开貌,Fissure
746,angheigva,Verb,Dongxiang,让张开,Unfold
747,angheigva,Verb,Dongxiang,张开,Open
748,angunbangunji,Adverb,Dongxiang,急急忙忙地,Hastily
749,anian,Noun,Dongxiang,母亲,Mother
750,anian,Noun,Dongxiang,母亲,Mother
751,aniantu,Adjective,Dongxiang,有母亲的,Maternal
752,anla,Verb,Dongxiang,观望,Observe
753,anla,Verb,Dongxiang,环顾,Survey
754,anlahhu,Noun,Arabic,真主,Allah
755,anlahhu,Noun,Arabic,真主,Allah
756,anlahhu,Noun,Arabic,安拉,Allah
757,anlahhu,Noun,Arabic,安拉,Allah
758,antan,Noun,Dongxiang,金子,Gold
759,antan,Noun,Dongxiang,金子,Gold
760,antan,Noun,Dongxiang,黄金,Gold
761,antan,Noun,Dongxiang,黄金,Gold
762,antan,Noun,Dongxiang,黄金,Gold
763,antan wayi,Verb,Dongxiang,挖金子,Gold-digging
764,antan wayi,Verb,Dongxiang,淘金,Prospecting
765,antanchi,Noun,Dongxiang,经营黄金的人,Goldsmith
766,antanchi,Noun,Dongxiang,经营黄金的人,Goldsmith
767,antanchi,Noun,Dongxiang,淘金客,Prospector
768,antanchi,Noun,Dongxiang,淘金客,Prospector
769,antanda,Verb,Dongxiang,做有关买卖或挖掘黄金的事,Gold-digging
770,antankai,Noun,Dongxiang,黄金商人,Goldsmith
771,antankai,Noun,Dongxiang,黄金商人,Goldsmith
772,antankai,Noun,Dongxiang,黄金商人,Goldsmith
773,antantu,Adjective,Dongxiang,有黄金的,Gold-bearing
774,anzhasun,Noun,Dongxiang,犁,Plow
775,anzhasun,Noun,Dongxiang,犁杖,Plowstaff
776,anzhasun hodun,Noun,Dongxiang,猎户座中央三颗明亮的星,Orion's Belt
777,anzhasun hodun,Noun,Dongxiang,猎户座中央三颗明亮的星,Orion's Belt
778,anzhasun hodun,Noun,Dongxiang,猎户座中央三颗明亮的星,Orion's Belt
779,anzhasun hua,Noun,Chinese,犁铧,Plowshare
780,anzhasunchi,Noun,Dongxiang,经营犁的人,Plowman
781,anzhasunchi,Noun,Dongxiang,经营犁的人,Plowman
782,anzhasunda,Verb,Dongxiang,拿犁杖打,Scold
783,anzhasuntu,Adjective,Dongxiang,有犁的,Ploughed
784,anzhira,Verb,Dongxiang,合适,Fit
785,anzhira,Verb,Dongxiang,妥贴,Appropriate
786,anzhira,Verb,Dongxiang,应该如此,Should
787,anzhira,Verb,Dongxiang,相当好,Excel
788,anzhiradan,Noun,Dongxiang,合适的样儿,Appropriateness
789,anzhiragva,Verb,Dongxiang,令人出乎预料,Astonish
790,anzhiragva,Verb,Dongxiang,令人出乎预料,Astonish
791,ao gie,Verb,Dongxiang,嗷,Howl
792,aogvo,Verb,Dongxiang,性交,Intercourse
793,aogvo,Verb,Dongxiang,性交,Intercourse
794,aogvodan,Noun,Dongxiang,性交的方式,Intercourse
795,aogvodan,Noun,Dongxiang,性交的方式,Intercourse
796,apa,Noun,Dongxiang,大麦,Barley
797,apa,Noun,Dongxiang,大麦,Barley
798,apa,Noun,Dongxiang,大麦,Barley
799,apachi,Noun,Dongxiang,爱吃大麦面食的人,Barleyphile
800,apachi,Noun,Dongxiang,爱吃大麦面食的人,Barleyphile
801,apachi,Noun,Dongxiang,拥有大量大麦的,Barley-rich
802,apachi,Noun,Dongxiang,经营大麦的,Barley-merchant
803,apatu,Adjective,Dongxiang,有大麦的,Barley-containing
804,aqiao gie,Verb,Dongxiang,打喷嚏,Sneeze
805,arala,Verb,Dongxiang,瞟,Peek
806,arala,Verb,Dongxiang,瞪,Stare
807,araladan,Noun,Dongxiang,瞟法,Glance
808,araladan,Noun,Dongxiang,瞪眼的样子,Glare
809,aralazhi uzhe,Verb,Dongxiang,斜视,Squint
810,aralazhi uzhe,Verb,Dongxiang,瞟,Peek
811,aran,Noun,Dongxiang,河滩,Riverbank
812,aran,Noun,Dongxiang,河滩,Riverbank
814,aran,Noun,Dongxiang,河床,Riverbed
815,aran,Noun,Dongxiang,河床,Riverbed
817,aran,Noun,Dongxiang,河,River
818,aran,Noun,Dongxiang,河,River
820,arani,Verb,Dongxiang,瘫软,Collapse
821,arani,Verb,Dongxiang,傻眼,Flabbergasted
822,arantu,Adjective,Dongxiang,有河滩的,Riverine
823,arantu,Adjective,Dongxiang,有河床的,Riverbedded
824,arantu,Adjective,Dongxiang,有河流的,Riverside
825,arasuchi,Noun,Dongxiang,皮匠,Cobbler
826,arasuchi,Noun,Dongxiang,皮匠,Cobbler
827,arasuchi,Noun,Dongxiang,脸皮厚者,Shameless
828,arasuchi,Noun,Dongxiang,脸皮厚者,Shameless
829,arasuchiyi xianye,Noun,Dongxiang,赖皮,Deadbeat
830,arasuchiyi xianye,Noun,Dongxiang,赖皮,Deadbeat
831,arasun,Noun,Dongxiang,皮毛,Fur
832,arasun,Noun,Dongxiang,皮毛,Fur
833,arasun,Noun,Dongxiang,皮肤,Skin
834,arasun,Noun,Dongxiang,皮肤,Skin
835,arasun,Noun,Dongxiang,皮肤,Skin
836,arasun,Noun,Dongxiang,壳,Shell
837,arasun,Noun,Dongxiang,壳,Shell
838,arasun,Noun,Dongxiang,表皮,Epidermis
839,arasun,Noun,Dongxiang,表皮,Epidermis
840,arasun choyi,Verb,Dongxiang,剥皮,Peel
841,arasun choyi,Verb,Dongxiang,酷似,Resemble
842,arasun ganla,Verb,Dongxiang,鞣制皮革,Tanning
843,arasun khontolu,Verb,Dongxiang,剥皮,Peel
844,arasun khontolu,Verb,Dongxiang,剥皮,Peel
845,arasun khontolu,Verb,Dongxiang,酷似,Resemble
846,arasun magvala,Noun,Dongxiang,皮帽,Cap
847,arasun magvala,Noun,Dongxiang,皮帽,Cap
848,arasun magvala,Noun,Dongxiang,皮帽,Cap
849,arasun neki,Noun,Dongxiang,皮衣,Leather-jacket
850,arasun neki,Noun,Dongxiang,皮衣,Leather-jacket
851,arasun tulun,Noun,Dongxiang,皮袋,Pouch
852,arasun tulun,Noun,Dongxiang,皮袋,Pouch
853,arasun zhuzhan,Adjective,Dongxiang,脸皮厚,Shameless
854,arasuntu,Adjective,Dongxiang,有皮毛的,Furry
855,arebi,Noun,Arabic,阿拉伯,Arabia
856,arebi,Noun,Arabic,阿拉伯,Arabia
858,arishi,Noun,Arabic,真主的宝座,Arsh
859,arishi,Noun,Arabic,真主的宝座,Arsh
860,arou,Noun,Dongxiang,背篓,Backpack
861,arou,Noun,Dongxiang,背篓,Backpack
862,arouchi,Noun,Dongxiang,卖背斗的人,Acrobat
863,arouchi,Noun,Dongxiang,卖背斗的人,Acrobat
864,arouchi,Noun,Dongxiang,编制背斗的人,Acrobat
865,arouchi,Noun,Dongxiang,编制背斗的人,Acrobat
866,arouda,Verb,Dongxiang,拿背斗打,Bully
867,aroula,Verb,Dongxiang,用背斗量,Backfill
868,aroutu,Adjective,Dongxiang,有背斗的,Acrobatic
869,aru,Verb,Dongxiang,变得干净,Cleanse
870,aru,Verb,Dongxiang,变得干净,Cleanse
871,aru,Verb,Dongxiang,天晴,Clear up
872,aru,Verb,Dongxiang,用尽,Exhaust
873,arudan,Noun,Dongxiang,清洁样儿,Cleanliness
874,arudan,Noun,Dongxiang,干净样儿,Neatness
875,arudan,Noun,Dongxiang,干净样儿,Neatness
876,arugva,Verb,Dongxiang,弄干净,Clean
877,arugva,Verb,Dongxiang,弄干净,Clean
878,arugva,Verb,Dongxiang,净化,Purify
879,arugva,Verb,Dongxiang,净化,Purify
880,arugva,Verb,Dongxiang,用尽,Exhaust
881,arulu,Verb,Dongxiang,变干净,Cleanse
882,arulu,Verb,Dongxiang,变干净,Cleanse
883,arulu,Verb,Dongxiang,天转晴,Clearing
884,arulu,Verb,Dongxiang,完结,Conclude
885,aruludan,Noun,Dongxiang,天晴的样儿,Clearness
886,aruludan,Noun,Dongxiang,天晴的样儿,Clearness
887,arun,Adjective,Dongxiang,干净的,Clean
888,arun,Adjective,Dongxiang,干净的,Clean
889,arun,Adjective,Dongxiang,天晴的,Sunny
890,arun,Adjective,Dongxiang,天晴的,Sunny
891,arunzha,Verb,Dongxiang,交换,Exchange
892,arunzha,Verb,Dongxiang,交换,Exchange
893,arunzha,Verb,Dongxiang,兑换,Exchange
894,arunzha,Verb,Dongxiang,兑换,Exchange
895,arunzhadan,Noun,Dongxiang,换法,Substitution
896,asa,Verb,Dongxiang,询问,Inquire
897,asadan,Noun,Dongxiang,问题,Problem
898,asadan,Noun,Dongxiang,问题,Problem
899,asadan,Noun,Dongxiang,询问的方式,Inquiry
900,asadan,Noun,Dongxiang,询问的方式,Inquiry
901,asawuni,Noun,Dongxiang,问题,Problem
902,asawuni,Noun,Dongxiang,问题,Problem
903,asazhi mejie,Verb,Dongxiang,问明白,Clarify
904,asazhi mejie,Verb,Dongxiang,问明白,Clarify
905,ashigvala,Pronoun,Dongxiang,大家,Everyone
906,ashigvan,Adverb,Dongxiang,都,Both
907,ashigvan,Adverb,Dongxiang,全部,Completely
908,ashira,Noun,Arabic,伊斯兰教纪念日,Mawlid
909,ashira,Noun,Arabic,伊斯兰教纪念日,Mawlid
910,asiman,Noun,Persian,天空,Sky
911,asiman,Noun,Persian,天空,Sky
913,asiman aru,Verb,Persian,天晴,Clear up
914,asiman  gundu,Verb,Persian,天阴,Overcast
916,asiman jieredu tashi,Noun,"Persian, Turkic",陨石,Meteorite
917,asiman jieredu tashi,Noun,"Persian, Turkic",陨石,Meteorite
918,asuchi,Noun,Dongxiang,牧民,Herdsman
919,asuchi,Noun,Dongxiang,牧民,Herdsman
920,asuchitu,Adjective,Dongxiang,有牧羊人的,Shepherded
921,asughu,Verb,Dongxiang,借钱,Borrow
922,asughu,Verb,Dongxiang,借钱,Borrow
923,asughudan,Noun,Dongxiang,借法,Borrowing
924,asughudan,Noun,Dongxiang,借法,Borrowing
925,asun,Noun,Dongxiang,牲畜,Livestock
926,asun,Noun,Dongxiang,牲畜,Livestock
927,asun adula,Verb,Dongxiang,放牧,Grazing
928,asun adula,Verb,Dongxiang,放牧,Grazing
929,asun hhangva,Noun,Dongxiang,畜粪,Manure
930,asun lasa,Noun,Dongxiang,牲畜干粪,Manure
931,asun lasa,Noun,Dongxiang,牲畜干粪,Manure
932,asun qiezhe,Verb,Dongxiang,养牲畜,Ranching
933,asun qiezhe,Verb,Dongxiang,养牲畜,Ranching
934,asun sula,Verb,Dongxiang,让牲畜饮水,Watering
935,asun tao,Verb,Dongxiang,放牧,Grazing
936,asuntu,Adjective,Dongxiang,有牲畜的,Livestocked
937,atala,Verb,Dongxiang,阁割,"Sorry, but the Chinese term ""阁割"" doesn't seem to be a standard Chinese word or phrase. Could you please provide more context or check if there might be a typo?"
938,ataladan,Noun,Dongxiang,阉割法,Castration
939,atalasan fugie,Noun,Dongxiang,阉割牛,Steer
940,atalasan morei,Noun,Dongxiang,阉割马,Gelding
941,awawa,Noun,Dongxiang,幼儿的游戏,Playtime
942,awawa,Noun,Dongxiang,幼儿的游戏,Playtime
943,awi,Noun,Dongxiang,父亲,Father
944,awi,Noun,Dongxiang,父亲,Father
945,awi,Noun,Dongxiang,父亲,Father
946,awi kewon,Noun,Dongxiang,父子,Father-son
947,awi kewon,Noun,Dongxiang,父子,Father-son
948,awitu,Adjective,Dongxiang,有父亲的,Paternal
949,awu,Noun,Dongxiang,鬼,Ghost
950,awu,Noun,Dongxiang,鬼,Ghost
951,awugva,Noun,Dongxiang,叔叔,Uncle
952,awugva,Noun,Dongxiang,叔叔,Uncle
953,awugva,Noun,Dongxiang,叔叔,Uncle
954,awugvatu,Adjective,Dongxiang,有叔父的,Uncled
955,aye,Noun,Persian,古尔邦节,Eid-al-Adha
956,aye,Noun,Persian,古尔邦节,Eid-al-Adha
957,aye,Noun,Dongxiang,爷爷,Grandfather
958,aye,Noun,Dongxiang,爷爷,Grandfather
959,aye zunji,Verb,"Persian, Chinese",不吃荤,Vegetarian
960,aye zunji,Verb,"Persian, Chinese",不吃荤,Vegetarian
961,aye zunji,Verb,"Persian, Chinese",不理发,Unhair
962,aye zunji,Verb,"Persian, Chinese",不剪指甲,Untrimmed
963,aye zunji,Verb,"Persian, Chinese",不剪指甲,Untrimmed
964,ayet,Noun,Arabic,《古兰经》各章中的一节,Verse
965,ayetu,Adjective,Dongxiang,有爷爷的,Grandparented
966,ayi,Verb,Dongxiang,害怕,Fear
967,ayi,Noun,Chinese,阿姨,Aunt
968,ayi,Noun,Chinese,阿姨,Aunt
969,ayi nainai,Noun,Dongxiang,祖父的弟弟的妻子,Grand-aunt
970,ayi nainai,Noun,Dongxiang,祖父的弟弟的妻子,Grand-aunt
971,ayi nainai,Noun,Dongxiang,祖父的弟弟的妻子,Grand-aunt
972,ayi shesherei,Verb,Dongxiang,颤抖,Tremble
973,ayi xienxierei,Verb,Dongxiang,颤抖,Tremble
974,ayibu,Noun,Arabic,丢人的,Disgraceful
975,ayibu,Noun,Arabic,卑鄙的,Despicable
976,ayibu guyi,Verb,"Arabic, Chinese",遮羞,Cover
977,ayibu guyi,Verb,"Arabic, Chinese",遮丑,Disguise
978,ayibusa,Verb,Dongxiang,嫌丢人,Ashamed
979,ayibusa,Verb,Dongxiang,嫌丢人,Ashamed
980,ayibusa,Verb,Dongxiang,嫌卑鄙,Despise
981,ayidan,Noun,Dongxiang,害怕的样子,Fearfulness
982,ayigva,Verb,Dongxiang,恐吓,Intimidate
983,ayigva,Verb,Dongxiang,恐吓,Intimidate
